make,model,price_usd,year,kilometer,fuel_type,transmission,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length_mm,width_mm,height_mm,seating_capacity,fuel_tank_capacity_l
Hyundai,Eon 1.0 Kappa Magna AirBag,4320,2015,16205,Petrol,Manual,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1550.0,1510.0,5.0,32.0
Maruti Suzuki,Grand Vitara 2015 2.0 AT,4140,2007,92000,Petrol,Automatic,Black,Third,Individual,1995 cc,120@5500,170@3500,AWD,4470.0,1810.0,1695.0,5.0,66.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],6780,2016,29000,Petrol,Automatic,Silver,First,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Mercedes-Benz,GLE 300d 4MATIC LWB,112680,2022,14000,Diesel,Automatic,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Mahindra,TUV300 T8 AMT mHAWK100,7380,2017,69000,Diesel,Automatic,Black,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Honda,City V Diesel,6300,2015,114635,Diesel,Manual,Grey,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
BMW,X1 sDrive20d xLine,31800,2018,50000,Diesel,Automatic,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,X1 sDrive20d xLine,45420,2019,29221,Diesel,Automatic,Blue,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Mercedes-Benz,S-Class 300,18000,2012,158000,Petrol,Automatic,Brown,First,Individual,,,,,,,,,
Audi,A6 2.0 TDI Premium,14100,2012,77000,Diesel,Automatic,Blue,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,76800,2022,5500,Diesel,Automatic,White,UnRegistered Car,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658.0,1890.0,1644.0,5.0,66.0
BMW,3-Series 320d Sport Line,17400,2013,70000,Diesel,Automatic,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,60.0
BMW,X5 xDrive 30d M Sport,58800,2017,65341,Diesel,Automatic,White,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Honda,City VX CVT Petrol,16680,2022,32000,Petrol,Automatic,Brown,First,Individual,1498 cc,119 bhp @ 6600 rpm,145 Nm @ 4300 rpm,FWD,4549.0,1748.0,1489.0,5.0,40.0
Ferrari,488 GTB,420000,2018,9500,Petrol,Automatic,Black,First,Individual,3902 cc,660 bhp @ 8000 rpm,760 Nm @ 3000 rpm,RWD,4568.0,1952.0,1213.0,2.0,78.0
Volkswagen,Tiguan Highline TDI,35880,2020,17904,Diesel,Automatic,White,First,Individual,1968 cc,141 bhp @ 4000 rpm,340 Nm @ 1750 rpm,AWD,4486.0,1839.0,1672.0,5.0,71.0
Land Rover,Evoque Pure SD4,25800,2012,95000,Diesel,Automatic,White,First,Individual,2179 cc,190 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4355.0,2120.0,1635.0,5.0,57.0
Maruti Suzuki,Wagon R LXi CNG,3780,2013,72000,CNG,Manual,Brown,First,Individual,998 cc,59@6200,77@3500,,3539.0,1475.0,1700.0,5.0,35.0
Maruti Suzuki,Zen LXi BS-II,852,2004,65082,Petrol,Manual,Yellow,First,Individual,,,,,,,,,
Honda,Brio S MT,3540,2012,66240,Petrol,Manual,Grey,Third,Individual,,,,,,,,,
Mercedes-Benz,GLE 43 4MATIC [2017-2019],102000,2018,25275,Petrol,Automatic,Black,First,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,AWD,4891.0,2003.0,1719.0,5.0,93.0
Maruti Suzuki,Wagon R LXI CNG,4800,2016,67850,CNG,Manual,Red,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Tata,Nano Base,588,2010,60000,Petrol,Manual,White,First,Individual,624 cc,35@5250,48@3000,RWD,3099.0,1495.0,1652.0,4.0,15.0
Mahindra,Bolero SLX 2WD,4548,2012,88500,Diesel,Manual,White,Second,Individual,,,,,,,,,
Maruti Suzuki,Swift VDi,7320,2017,105000,Diesel,Manual,Silver,First,Corporate,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Hyundai,Creta SX 1.6 AT Petrol,12900,2019,45000,Petrol,Automatic,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Mercedes-Benz,E-Class E 220 d Avantgarde,90000,2021,8000,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Toyota,Corolla Altis G AT Petrol,15852,2018,38000,Petrol,Automatic,Gold,First,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
Maruti Suzuki,S-Cross Zeta 1.3,11400,2020,55055,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1785.0,1595.0,5.0,48.0
Maruti Suzuki,Baleno Zeta 1.2,9900,2021,22000,Petrol,Manual,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mitsubishi,Pajero 2.5 MT,15600,2013,95000,Diesel,Manual,Blue,Second,Individual,2477 cc,176 bhp @ 4000 rpm,400 Nm @ 2000 rpm,AWD,4695.0,1815.0,1840.0,7.0,70.0
Maruti Suzuki,Swift ZXi,5580,2014,25704,Petrol,Manual,Red,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Swift DZire VDI,5700,2016,55353,Diesel,Manual,Grey,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,Q3 35 TDI Premium,21300,2015,80000,Diesel,Automatic,Silver,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,9900,2018,62000,Petrol,Automatic,Brown,First,Corporate,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Ford,Endeavour Titanium 3.2 4x4 AT,41400,2019,41526,Diesel,Automatic,Silver,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892.0,1860.0,1837.0,7.0,80.0
Tata,Tiago Revotron XT [2016-2019],4548,2018,29434,Petrol,Manual,Silver,Second,Individual,1047 cc,69 bhp @ 4000 rpm,140 Nm @ 1800 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Datsun,Go D,2880,2017,42000,Petrol,Manual,White,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0
Kia,Seltos HTK Plus 1.5 [2019-2020],18300,2021,14000,Petrol,Manual,Black,First,Individual,1497 cc,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
BMW,3-Series 320d Sport Line,16800,2014,35000,Diesel,Automatic,Brown,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4624.0,2031.0,1429.0,5.0,60.0
Mercedes-Benz,C-Class C 250 CDI BlueEFFICIENCY,12539,2012,75000,Diesel,Automatic,White,Second,Individual,,,,,,,,,
Lamborghini,Huracan LP 610-4,288000,2016,6000,Petrol,Automatic,Blue,First,Individual,5204 cc,602 bhp @ 8250 rpm,560 Nm @ 6500 rpm,AWD,4459.0,1924.0,1165.0,2.0,
Mercedes-Benz,GLA 200 d Sport,29400,2018,61000,Diesel,Automatic,Gold,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Mercedes-Benz,GLA 200 CDI Sport,21479,2015,45000,Diesel,Automatic,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],51300,2019,31000,Diesel,Automatic,Blue,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,Elite i20 Sportz 1.2 MT,9300,2020,39000,Petrol,Manual,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4200 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
Maruti Suzuki,Estilo VXi BS-IV,2759,2012,52000,Petrol,Manual,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1495.0,1595.0,5.0,35.0
Maruti Suzuki,Wagon R LXi CNG,3360,2011,54000,CNG,Manual,Silver,First,Individual,998 cc,59@6200,77@3500,,3539.0,1475.0,1700.0,5.0,35.0
Hyundai,Eon Era +,3600,2018,51000,Petrol,Manual,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Maruti Suzuki,Alto VXi (O) [2014-2019],1920,2011,72000,Petrol,Manual,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Alto LXi BS-III,1800,2011,65000,Petrol,Manual,White,First,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,GLE 300d 4MATIC LWB,99600,2020,50000,Diesel,Automatic,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Audi,Q3 35 TDI Premium + Sunroof,20220,2016,80251,Diesel,Automatic,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Hyundai,i10 Sportz 1.2,3240,2010,86000,Petrol,Manual,Grey,Second,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Alto 800 Lxi,2520,2014,42505,Petrol,Manual,Red,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,Elite i20 Asta 1.2,7500,2017,42000,Petrol,Manual,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,7-Series 730Ld M Sport,82800,2017,42200,Diesel,Automatic,Black,First,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5219.0,1902.0,1481.0,4.0,78.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],17880,2019,57600,Petrol,Automatic,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Mahindra,XUV500 W7 [2018-2020],13140,2018,57000,Diesel,Manual,Black,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Ford,Endeavour 3.0L 4x4 AT,10200,2014,85000,Diesel,Automatic,Black,First,Individual,2953 cc,154 bhp @ 3200 rpm,380 Nm @ 2500 rpm,AWD,5060.0,1788.0,1826.0,7.0,71.0
Hyundai,Tucson 2WD AT GLS Diesel,19200,2016,128000,Diesel,Automatic,White,Second,Corporate,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
Toyota,Etios V,3180,2011,66000,Petrol,Manual,Black,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
Volkswagen,Vento Comfortline Petrol,4320,2013,58000,Petrol,Manual,Bronze,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Maruti Suzuki,Ritz Vdi BS-IV,4200,2012,89445,Diesel,Manual,Grey,First,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0
Toyota,Fortuner 3.0 4x2 MT,17820,2015,64120,Diesel,Manual,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,Ciaz Alpha 1.4 MT,9600,2017,82300,Petrol,Manual,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Vitara Brezza VDi,8520,2017,73000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,S-Cross Alpha 1.6,8520,2018,72000,Diesel,Manual,Blue,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0
Volkswagen,Polo Highline1.0L (P),8640,2018,50197,Petrol,Manual,Grey,First,Individual,999 cc,75 bhp @ 6200 rpm,95 Nm @ 3000 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Honda,Amaze 1.2 S i-VTEC,4740,2014,44527,Petrol,Manual,Brown,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Audi,A4 35 TDI Technology,33588,2017,72400,Diesel,Automatic,White,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
Ford,Ecosport Trend 1.5 Ti-VCT,5460,2014,50000,Petrol,Manual,White,Second,Individual,1499 cc,109 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Honda,City VX (O) MT,8280,2014,37000,Petrol,Manual,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,GLS 400d 4MATIC,156000,2021,20000,Diesel,Automatic,Blue,First,Individual,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207.0,2157.0,1823.0,7.0,90.0
Tata,Harrier XZA Plus Dark Edition,23940,2020,8000,Diesel,Automatic,Black,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
BMW,5-Series 520d Luxury Line,21000,2014,69000,Diesel,Automatic,White,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
BMW,X1 sDrive20d xLine,34800,2019,25000,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,X1 sDrive20d xLine,54000,2022,17000,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Honda,City 1.5 S MT,5400,2013,61000,Petrol,Manual,Maroon,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0
BMW,5-Series 520d Luxury Line [2017-2019],25788,2015,69000,Diesel,Automatic,Silver,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Mercedes-Benz,GL-Class 350 CDI,50400,2015,77000,Diesel,Automatic,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0
Tata,Nexon XT Diesel [2017-2019],10320,2018,82200,Diesel,Manual,Grey,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Honda,City V,10500,2018,28000,Petrol,Manual,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,Scorpio VLX 4WD BS-III,6960,2011,117000,Diesel,Manual,White,Second,Individual,2179 cc,122@4000,290@1800,AWD,4430.0,1817.0,1975.0,7.0,60.0
MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,42000,2021,7900,Diesel,Automatic,Black,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985.0,1926.0,1867.0,6.0,75.0
Maruti Suzuki,Swift DZire VXi,2759,2010,72000,Petrol,Manual,Silver,First,Individual,1298 cc,87@6000,113@4500,FWD,4160.0,1690.0,1530.0,5.0,43.0
Audi,Q3 2.0 TDI quattro Premium Plus,18156,2015,79000,Diesel,Automatic,Blue,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Alto VXi,2808,2013,72600,Petrol,Manual,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Datsun,Redigo S 1.0 AMT [2018-2019],3840,2018,42313,Petrol,Automatic,Grey,Second,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429.0,1560.0,1541.0,5.0,28.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],71700,2021,18000,Diesel,Automatic,White,First,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Maruti Suzuki,Vitara Brezza ZDi Plus,12300,2019,90000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Alto LXi BS-III,2028,2010,18500,Petrol,Manual,Gold,First,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,DZire VDi,7560,2017,36000,Diesel,Manual,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,13080,2020,26200,Petrol,Automatic,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Swift LXi Special Edition,8400,2019,11000,Petrol,Manual,Silver,Second,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,Swift VXi,7932,2021,14366,Petrol,Manual,Others,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0
Tata,Grande GX,3011,2011,98000,Diesel,Manual,Silver,First,Individual,2179 cc,120@4000,250@1500,,4421.0,1780.0,1940.0,7.0,65.0
Mahindra,TUV300 T8,6780,2017,65000,Diesel,Manual,Red,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0
Toyota,Innova 2.5 G 7 STR BS-IV,9000,2014,126000,Diesel,Manual,Silver,First,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0
Audi,Q3 35 TDI Premium + Sunroof,22200,2015,71700,Diesel,Automatic,White,Second,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mahindra,XUV500 W6,10200,2016,114000,Diesel,Manual,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],6420,2016,58339,Diesel,Manual,Grey,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Volkswagen,Vento Highline Petrol AT,4140,2011,50667,Petrol,Automatic,White,Second,Individual,,,,,,,,,
Maruti Suzuki,DZire VDi AMT,9240,2019,72040,Diesel,Automatic,Silver,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
BMW,3-Series 330i M Sport Edition,43800,2019,6000,Petrol,Automatic,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],14340,2022,6200,Petrol,Manual,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0
Mercedes-Benz,S-Class 500L,19800,2012,44000,Petrol,Automatic,Silver,Third,Individual,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0
Skoda,Superb L&K TSI AT,38388,2021,6900,Petrol,Automatic,Brown,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],85200,2022,2500,Petrol,Automatic,Grey,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Volkswagen,Polo GT TSI,7500,2016,68000,Petrol,Automatic,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,Vitara Brezza VDi,8940,2018,36000,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,Santro Sportz,6612,2021,19000,Petrol,Manual,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,35.0
Mercedes-Benz,E-Class E 220 d Avantgarde,71400,2019,10000,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue,264000,2019,35000,Diesel,Automatic,Blue,First,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4999.0,2220.0,1835.0,5.0,105.0
MINI,Cooper D 3 Door,39600,2019,6400,Diesel,Automatic,Red,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821.0,1727.0,1414.0,5.0,44.0
Ford,Endeavour Titanium Plus 3.2 4x4 AT,39000,2019,34000,Diesel,Automatic,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4903.0,1869.0,1837.0,7.0,80.0
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,8280,2016,35000,Diesel,Automatic,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Vitara Brezza VDi AGS,10739,2019,46000,Diesel,Automatic,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Skoda,Rapid Ambition 1.6 TDI CR MT,6600,2016,83000,Diesel,Manual,White,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Ford,Ecosport Trend 1.5 TDCi,4788,2013,54000,Diesel,Manual,Orange,Third,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Kia,Seltos HTX 1.5 [2020-2021],15300,2020,42000,Petrol,Manual,Black,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],6420,2020,41441,Petrol,Manual,Silver,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,Vitara Brezza VDi,9900,2018,48174,Diesel,Manual,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Ford,Ecosport Ambiente 1.5L TDCi,7020,2016,62591,Diesel,Manual,Silver,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Honda,Jazz V AT Petrol,8100,2017,48650,Petrol,Automatic,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,S-Cross Alpha 1.3,9540,2017,52245,Diesel,Manual,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1785.0,1595.0,5.0,48.0
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],78000,2021,7500,Petrol,Automatic,Black,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,Elite i20 Sportz 1.4 CRDI,7332,2017,65000,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Wagon R VXI,4680,2015,43297,Petrol,Manual,Red,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
